time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Referrals,Individual,Schools,Education_Services,Health_Services,Housing,LA_Services,Police,Other_legal_agency,Other,Anonymous,Unknown
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Source of referral,1352,149,230,c,297,24,142,341,27,77,51,c
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Source of referral,4042,245,501,392,683,c,340,955,118,268,492,c
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Source of referral,1194,158,228,6,203,25,190,280,37,59,8,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Source of referral,3830,497,527,51,608,32,578,1008,136,234,152,7
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Source of referral,1979,283,10,492,227,0,462,340,58,82,25,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Source of referral,3242,179,632,21,414,38,271,1214,124,78,96,175
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Source of referral,1766,143,295,c,235,c,266,514,29,163,78,34
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Source of referral,4539,394,755,170,788,74,438,1326,152,253,77,112
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Source of referral,1394,80,225,6,269,11,173,485,43,102,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Source of referral,81,c,6,c,10,c,13,34,c,c,0,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Source of referral,4190,297,1074,24,966,28,475,1013,90,223,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Source of referral,1544,78,0,305,270,31,157,484,36,69,21,93
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Source of referral,3560,151,679,c,626,68,692,1033,52,221,23,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Source of referral,2460,153,570,10,297,40,394,821,57,84,34,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Source of referral,2283,114,185,26,422,46,190,1074,37,162,27,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Source of referral,3912,184,644,47,875,33,435,1358,136,183,c,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Source of referral,3012,121,517,51,486,39,785,703,47,255,8,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Source of referral,5551,214,1105,40,628,51,1221,1637,183,317,32,122
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Source of referral,3297,141,632,6,711,40,399,1052,109,171,28,8
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Source of referral,5342,127,1354,23,897,43,792,1670,130,140,15,151
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Source of referral,4481,235,858,36,742,43,735,1538,59,221,14,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Source of referral,2403,140,340,c,567,42,245,807,79,111,c,46
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Source of referral,3730,179,978,37,553,c,418,1219,170,120,35,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Source of referral,3436,147,858,25,516,56,511,1008,157,121,21,16
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Source of referral,2803,200,466,34,428,35,496,922,93,92,31,6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Source of referral,3908,300,930,32,726,82,445,1102,111,171,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Source of referral,3422,223,737,26,662,18,376,1033,92,167,88,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Source of referral,6166,322,1254,0,901,18,1118,1832,253,395,54,19
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Source of referral,4230,357,920,c,764,77,444,1389,101,134,28,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Source of referral,7704,517,1654,11,1058,59,822,2257,749,444,133,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Source of referral,3343,176,753,c,860,48,353,825,100,149,39,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Source of referral,2518,137,617,14,469,12,300,744,62,85,22,56
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Source of referral,2759,160,660,6,358,77,377,832,95,129,65,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Source of referral,4968,242,1137,51,896,44,539,1644,192,161,62,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Source of referral,3243,207,705,29,456,24,534,1066,55,144,10,13
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Source of referral,1227,75,270,7,148,8,287,362,20,39,11,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Source of referral,2200,150,457,43,454,14,269,667,47,75,24,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Source of referral,4564,348,1264,c,571,c,468,1309,159,365,38,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Source of referral,1032,62,190,c,168,c,205,320,21,41,12,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Source of referral,2413,116,559,48,397,23,327,735,68,71,59,10
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Source of referral,3537,204,863,15,557,18,568,1050,70,142,50,0
2018,Reporting year,National,E92000001,England,,,,,,Source of referral,655630,52870,119030,13150,96780,9440,89360,186920,22890,38440,15890,10680
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Source of referral,31740,2440,3300,1930,5490,350,4800,9150,1090,2010,790,400
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Source of referral,92360,7100,16570,1640,13070,1490,13040,26510,3350,6850,2260,490
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Source of referral,72010,6340,11570,2090,9940,870,9740,21520,2800,3890,2330,920
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Source of referral,55770,5520,10190,970,8880,810,8840,13630,2210,1950,1540,1240
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Source of referral,83290,6160,16050,2340,12030,1180,9380,22040,3350,5130,2890,2740
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Source of referral,47940,4730,7930,1240,6980,990,6910,13040,2020,1760,1080,1270
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,Source of referral,109190,6460,22960,820,18180,1440,15310,32550,3650,6030,990,610
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Source of referral,106590,9110,20220,670,13450,1480,13530,33590,3070,7470,1970,2040
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Source of referral,56730,5020,10240,1450,8760,830,7820,14890,1350,3350,2050,970
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Source of referral,44350,2430,8330,320,8000,490,6420,13710,1050,2690,270,460
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Source of referral,64840,4040,14630,500,10180,950,8890,18840,2600,3340,720,150
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Source of referral,1107,65,146,0,117,16,308,349,29,61,16,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Source of referral,5588,295,255,632,928,37,963,1751,219,330,170,8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Source of referral,1909,162,328,0,333,28,306,588,36,61,67,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Source of referral,1230,108,73,64,138,12,355,363,44,50,23,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Source of referral,2786,162,471,121,568,16,373,666,151,188,70,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Source of referral,3357,186,467,65,497,76,332,1041,72,148,83,390
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Source of referral,1460,205,c,195,263,8,267,382,55,56,25,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Source of referral,3584,374,542,c,741,28,588,965,55,205,82,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Source of referral,1350,85,197,c,229,c,331,376,71,44,10,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Source of referral,2161,207,305,46,388,14,378,674,39,89,21,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Source of referral,2538,250,476,c,351,33,447,618,88,191,79,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Source of referral,4665,338,c,796,935,73,152,1377,232,583,143,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Source of referral,2322,206,350,12,244,20,370,794,99,153,74,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Source of referral,2760,279,258,28,351,7,393,1178,83,137,46,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Source of referral,4060,393,922,8,511,56,209,936,321,585,119,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Source of referral,2356,190,405,22,363,52,347,691,65,69,91,61
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Source of referral,2957,266,513,44,468,56,484,751,93,207,75,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Source of referral,2887,214,672,18,463,40,296,778,96,264,46,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Source of referral,4633,329,701,127,720,34,434,1750,139,266,133,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Source of referral,1194,60,214,24,146,c,245,323,35,66,73,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Source of referral,1542,89,235,10,213,26,296,551,39,44,39,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Source of referral,11398,954,1262,452,1723,137,2001,3693,393,678,105,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Source of referral,6740,408,906,210,953,68,857,2306,418,345,223,46
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Source of referral,13228,823,3666,c,1382,266,1529,2829,416,1984,319,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Source of referral,5323,378,1270,44,846,79,772,1191,0,394,198,151
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Source of referral,2794,169,530,11,370,44,491,907,105,116,51,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Source of referral,4751,340,570,414,895,82,665,1416,167,129,67,6
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Source of referral,2589,215,391,18,368,c,379,815,119,161,120,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Source of referral,1855,212,304,c,221,52,431,429,39,116,47,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Source of referral,3457,308,646,42,648,74,524,878,149,113,8,67
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Source of referral,4484,353,950,12,544,70,547,1168,142,564,134,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Source of referral,2209,147,431,12,363,45,353,653,63,106,36,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Source of referral,1310,119,181,c,180,24,229,407,44,63,40,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Source of referral,4266,417,605,63,599,198,525,1235,212,120,153,139
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Source of referral,3248,230,588,42,500,51,658,826,116,172,65,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Source of referral,2466,204,508,20,397,21,345,573,159,147,92,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Source of referral,7599,332,1645,98,1097,36,849,2484,298,621,139,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Source of referral,2581,212,430,41,259,19,273,1132,94,52,63,6
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Source of referral,5681,417,1075,28,543,68,698,1662,176,188,256,570
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Source of referral,2739,421,0,703,310,8,571,452,61,110,103,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Source of referral,5201,593,479,457,750,50,457,1528,280,425,135,47
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Source of referral,4636,326,444,345,593,42,539,1691,142,276,75,163
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Source of referral,11679,850,2594,51,1365,188,1130,4153,467,623,231,27
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Source of referral,2080,204,329,66,236,14,332,532,122,153,85,7
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Source of referral,1563,153,209,69,158,9,322,432,82,96,33,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Source of referral,4504,311,654,55,622,70,859,1275,210,195,216,37
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Source of referral,4493,335,731,c,570,69,1243,1142,170,133,67,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Source of referral,11206,1409,1724,82,2094,245,1227,2710,370,656,639,50
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Source of referral,4500,428,587,c,804,27,787,1369,125,171,187,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Source of referral,1085,147,158,45,141,7,106,383,46,41,11,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Source of referral,3824,343,612,193,666,81,864,841,110,83,c,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Source of referral,7368,868,1225,53,1086,71,2056,590,342,13,360,704
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Source of referral,3585,228,408,144,606,c,567,1152,177,205,62,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Source of referral,7555,874,1048,96,1201,135,895,2218,217,375,369,127
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Source of referral,7377,813,1426,c,969,39,1078,2017,314,399,283,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Source of referral,11216,535,2562,0,2206,266,884,3297,520,440,331,175
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Source of referral,4738,428,564,447,789,c,940,1148,163,114,91,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Source of referral,9801,1406,2293,0,1326,133,1489,2299,354,286,0,215
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Source of referral,308,29,49,c,27,c,68,70,11,35,15,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Source of referral,17418,870,3208,307,2815,229,1151,4546,1000,955,525,1812
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Source of referral,5923,429,1342,145,651,70,549,1529,155,807,246,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Source of referral,4098,216,683,174,664,52,416,1166,154,385,188,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Source of referral,3414,322,524,114,694,19,361,909,194,180,82,15
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Source of referral,6290,331,1461,c,719,74,680,2075,122,826,0,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Source of referral,1447,177,318,69,223,c,222,289,35,69,25,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Source of referral,3020,284,607,63,576,106,382,620,108,41,33,200
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Source of referral,8891,772,796,814,1162,64,1699,2422,346,323,487,6
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Source of referral,4668,407,1022,39,459,55,776,1401,142,182,185,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Source of referral,1997,202,412,95,216,c,337,536,56,58,69,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Source of referral,5228,328,1295,c,676,86,561,1491,170,346,227,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Source of referral,11071,1240,2513,287,1750,245,1081,1999,399,523,478,556
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Source of referral,5368,243,1094,137,815,89,758,1401,272,230,188,141
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Source of referral,4461,334,778,c,612,62,405,1658,197,209,154,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Source of referral,1561,98,301,20,252,14,188,488,72,114,c,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Source of referral,4453,436,699,106,620,57,642,1320,131,235,78,129
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Source of referral,1822,138,412,14,224,c,339,548,57,48,37,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Source of referral,9127,1635,1516,61,1411,181,1318,2504,204,10,287,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Source of referral,6000,405,1176,37,972,174,1144,1427,198,208,212,47
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Source of referral,3223,137,502,91,438,122,776,823,109,187,c,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Source of referral,8480,735,1533,0,1070,158,508,2573,692,104,99,1008
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Source of referral,2618,183,429,85,340,52,505,825,88,56,55,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Source of referral,2325,189,409,10,378,57,423,560,63,128,62,46
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Source of referral,6202,639,491,770,1035,103,787,1318,287,601,157,14
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Source of referral,2126,130,457,50,240,62,280,652,121,73,40,21
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Source of referral,1819,117,497,39,136,24,372,412,26,135,55,6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Source of referral,3344,155,560,62,370,55,531,863,83,153,42,470
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Source of referral,10337,751,2000,51,1708,88,995,3532,245,456,305,206
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Source of referral,4367,415,824,67,445,40,771,1191,173,343,76,22
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Source of referral,16115,1837,3772,0,2167,170,1608,4198,381,1159,370,453
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Source of referral,2212,215,667,0,283,33,265,478,39,169,0,63
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Source of referral,19373,2168,3172,133,2375,406,2198,6675,719,1050,413,64
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Source of referral,2612,247,519,35,316,64,349,817,76,81,83,25
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Source of referral,2359,214,441,27,298,c,406,666,141,95,48,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Source of referral,6814,383,861,35,621,35,492,1998,80,1754,128,427
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Source of referral,2845,246,517,15,437,85,353,887,126,130,49,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Source of referral,2628,168,444,38,397,66,279,1014,70,122,c,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Source of referral,1591,110,266,12,200,c,368,515,45,29,43,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Source of referral,2613,99,552,7,342,37,482,800,67,159,68,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Source of referral,13626,654,2652,106,1778,126,1746,5199,367,803,195,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Source of referral,1512,139,296,33,187,28,254,478,c,53,24,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Source of referral,9995,919,1877,0,1083,182,1819,2913,363,690,0,149
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Source of referral,1061,147,97,0,133,7,105,372,14,30,23,133
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Source of referral,1371,121,208,c,175,10,141,581,41,62,18,c
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Source of referral,1264,110,255,0,226,7,217,330,31,53,35,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Source of referral,1625,84,240,68,206,77,395,366,28,52,53,56
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Source of referral,6489,577,1267,122,955,c,1054,1601,181,352,324,c
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Source of referral,4842,387,857,193,758,107,602,1136,66,312,50,374
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Source of referral,5341,505,1311,91,1012,92,526,1043,132,338,218,73
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Source of referral,4894,490,1036,62,736,34,692,1224,135,411,22,52
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Source of referral,8066,643,1423,82,1241,103,1519,2372,182,266,235,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles Of Scilly,Source of referral,12,c,c,0,0,0,c,c,0,0,c,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Source of referral,1360,167,250,7,260,31,112,348,57,59,69,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Source of referral,4435,207,489,533,723,17,558,955,48,391,506,8
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Source of referral,1490,172,283,33,192,92,273,309,48,65,17,6
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Source of referral,5165,641,669,67,806,28,565,1651,176,343,207,12
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Source of referral,2574,277,447,7,268,44,420,673,43,140,40,215
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Source of referral,3627,319,724,6,460,46,250,1281,84,210,144,103
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Source of referral,1805,141,382,0,261,9,278,435,23,156,61,59
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Source of referral,3739,293,608,177,659,92,357,1164,113,197,67,12
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Source of referral,1807,111,326,14,319,27,229,635,32,114,0,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Source of referral,55,c,7,6,c,c,15,21,c,0,0,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Source of referral,4433,324,1006,42,1020,60,539,1128,95,218,c,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Source of referral,1762,125,356,c,350,21,255,530,25,73,25,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Source of referral,3923,285,699,6,768,54,548,1187,102,210,56,8
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Source of referral,2802,219,628,c,367,21,403,917,87,106,45,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Source of referral,2460,155,209,40,507,22,216,1132,32,115,32,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Source of referral,3908,244,613,36,825,42,463,1326,139,186,c,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Source of referral,3293,76,515,29,490,39,899,769,67,397,12,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Source of referral,6261,195,1178,63,940,89,863,1914,118,637,14,63
