Stat-Xplore

"Absolute Low Income (I II III IV V VI)"
"National - Regional - LA - OAs by Year"
"Counting: Absolute Low Income"

Filters:
"Default Summation","Absolute Low Income"

"Counting","National - Regional - LA - OAs","Year","Count","Annotations",
"Absolute Low Income","County Durham","2014/15",20930,
"Absolute Low Income","County Durham","2015/16",19125,
"Absolute Low Income","County Durham","2016/17",19600,
"Absolute Low Income","County Durham","2017/18",18615,
"Absolute Low Income","County Durham","2018/19",19850,
"Absolute Low Income","County Durham","2019/20",24195,
"Absolute Low Income","County Durham","2020/21 (p)",29293,
"Absolute Low Income","Darlington","2014/15",4571,
"Absolute Low Income","Darlington","2015/16",4019,
"Absolute Low Income","Darlington","2016/17",4225,
"Absolute Low Income","Darlington","2017/18",4154,
"Absolute Low Income","Darlington","2018/19",4309,
"Absolute Low Income","Darlington","2019/20",5376,
"Absolute Low Income","Darlington","2020/21 (p)",6368,
"Absolute Low Income","Hartlepool","2014/15",4598,
"Absolute Low Income","Hartlepool","2015/16",4115,
"Absolute Low Income","Hartlepool","2016/17",4318,
"Absolute Low Income","Hartlepool","2017/18",4243,
"Absolute Low Income","Hartlepool","2018/19",4425,
"Absolute Low Income","Hartlepool","2019/20",5438,
"Absolute Low Income","Hartlepool","2020/21 (p)",6121,
"Absolute Low Income","Middlesbrough","2014/15",8843,
"Absolute Low Income","Middlesbrough","2015/16",8558,
"Absolute Low Income","Middlesbrough","2016/17",9369,
"Absolute Low Income","Middlesbrough","2017/18",9312,
"Absolute Low Income","Middlesbrough","2018/19",10625,
"Absolute Low Income","Middlesbrough","2019/20",12153,
"Absolute Low Income","Middlesbrough","2020/21 (p)",14029,
"Absolute Low Income","Northumberland","2014/15",10599,
"Absolute Low Income","Northumberland","2015/16",9530,
"Absolute Low Income","Northumberland","2016/17",9892,
"Absolute Low Income","Northumberland","2017/18",9571,
"Absolute Low Income","Northumberland","2018/19",10240,
"Absolute Low Income","Northumberland","2019/20",12497,
"Absolute Low Income","Northumberland","2020/21 (p)",14941,
"Absolute Low Income","Redcar and Cleveland","2014/15",5582,
"Absolute Low Income","Redcar and Cleveland","2015/16",5065,
"Absolute Low Income","Redcar and Cleveland","2016/17",5524,
"Absolute Low Income","Redcar and Cleveland","2017/18",5185,
"Absolute Low Income","Redcar and Cleveland","2018/19",5455,
"Absolute Low Income","Redcar and Cleveland","2019/20",6930,
"Absolute Low Income","Redcar and Cleveland","2020/21 (p)",8413,
"Absolute Low Income","Stockton-on-Tees","2014/15",8183,
"Absolute Low Income","Stockton-on-Tees","2015/16",7545,
"Absolute Low Income","Stockton-on-Tees","2016/17",7850,
"Absolute Low Income","Stockton-on-Tees","2017/18",7548,
"Absolute Low Income","Stockton-on-Tees","2018/19",7901,
"Absolute Low Income","Stockton-on-Tees","2019/20",9805,
"Absolute Low Income","Stockton-on-Tees","2020/21 (p)",11626,
"Absolute Low Income","Gateshead","2014/15",7418,
"Absolute Low Income","Gateshead","2015/16",6551,
"Absolute Low Income","Gateshead","2016/17",6985,
"Absolute Low Income","Gateshead","2017/18",6722,
"Absolute Low Income","Gateshead","2018/19",7335,
"Absolute Low Income","Gateshead","2019/20",9086,
"Absolute Low Income","Gateshead","2020/21 (p)",11156,
"Absolute Low Income","Newcastle upon Tyne","2014/15",13180,
"Absolute Low Income","Newcastle upon Tyne","2015/16",12613,
"Absolute Low Income","Newcastle upon Tyne","2016/17",13727,
"Absolute Low Income","Newcastle upon Tyne","2017/18",13447,
"Absolute Low Income","Newcastle upon Tyne","2018/19",14320,
"Absolute Low Income","Newcastle upon Tyne","2019/20",16841,
"Absolute Low Income","Newcastle upon Tyne","2020/21 (p)",19279,
"Absolute Low Income","North Tyneside","2014/15",6886,
"Absolute Low Income","North Tyneside","2015/16",6211,
"Absolute Low Income","North Tyneside","2016/17",6604,
"Absolute Low Income","North Tyneside","2017/18",6432,
"Absolute Low Income","North Tyneside","2018/19",6795,
"Absolute Low Income","North Tyneside","2019/20",8408,
"Absolute Low Income","North Tyneside","2020/21 (p)",10159,
"Absolute Low Income","South Tyneside","2014/15",6534,
"Absolute Low Income","South Tyneside","2015/16",6131,
"Absolute Low Income","South Tyneside","2016/17",6441,
"Absolute Low Income","South Tyneside","2017/18",6432,
"Absolute Low Income","South Tyneside","2018/19",6932,
"Absolute Low Income","South Tyneside","2019/20",8379,
"Absolute Low Income","South Tyneside","2020/21 (p)",9450,
"Absolute Low Income","Sunderland","2014/15",12331,
"Absolute Low Income","Sunderland","2015/16",10869,
"Absolute Low Income","Sunderland","2016/17",11404,
"Absolute Low Income","Sunderland","2017/18",10838,
"Absolute Low Income","Sunderland","2018/19",11858,
"Absolute Low Income","Sunderland","2019/20",14230,
"Absolute Low Income","Sunderland","2020/21 (p)",16851,
"Absolute Low Income","Blackburn with Darwen","2014/15",12831,
"Absolute Low Income","Blackburn with Darwen","2015/16",12755,
"Absolute Low Income","Blackburn with Darwen","2016/17",13182,
"Absolute Low Income","Blackburn with Darwen","2017/18",13626,
"Absolute Low Income","Blackburn with Darwen","2018/19",14366,
"Absolute Low Income","Blackburn with Darwen","2019/20",13283,
"Absolute Low Income","Blackburn with Darwen","2020/21 (p)",11898,
"Absolute Low Income","Blackpool","2014/15",6487,
"Absolute Low Income","Blackpool","2015/16",6091,
"Absolute Low Income","Blackpool","2016/17",6306,
"Absolute Low Income","Blackpool","2017/18",6626,
"Absolute Low Income","Blackpool","2018/19",7017,
"Absolute Low Income","Blackpool","2019/20",6629,
"Absolute Low Income","Blackpool","2020/21 (p)",5879,
"Absolute Low Income","Cheshire East","2014/15",8681,
"Absolute Low Income","Cheshire East","2015/16",8216,
"Absolute Low Income","Cheshire East","2016/17",8197,
"Absolute Low Income","Cheshire East","2017/18",8663,
"Absolute Low Income","Cheshire East","2018/19",8744,
"Absolute Low Income","Cheshire East","2019/20",8593,
"Absolute Low Income","Cheshire East","2020/21 (p)",7956,
"Absolute Low Income","Cheshire West and Chester","2014/15",8661,
"Absolute Low Income","Cheshire West and Chester","2015/16",8000,
"Absolute Low Income","Cheshire West and Chester","2016/17",8136,
"Absolute Low Income","Cheshire West and Chester","2017/18",8587,
"Absolute Low Income","Cheshire West and Chester","2018/19",8720,
"Absolute Low Income","Cheshire West and Chester","2019/20",8789,
"Absolute Low Income","Cheshire West and Chester","2020/21 (p)",7868,
"Absolute Low Income","Halton","2014/15",4946,
"Absolute Low Income","Halton","2015/16",4512,
"Absolute Low Income","Halton","2016/17",4607,
"Absolute Low Income","Halton","2017/18",4755,
"Absolute Low Income","Halton","2018/19",4790,
"Absolute Low Income","Halton","2019/20",4865,
"Absolute Low Income","Halton","2020/21 (p)",3969,
"Absolute Low Income","Warrington","2014/15",5739,
"Absolute Low Income","Warrington","2015/16",5557,
"Absolute Low Income","Warrington","2016/17",5526,
"Absolute Low Income","Warrington","2017/18",6182,
"Absolute Low Income","Warrington","2018/19",5893,
"Absolute Low Income","Warrington","2019/20",5753,
"Absolute Low Income","Warrington","2020/21 (p)",5138,
"Absolute Low Income","Cumbria","2014/15",14239,
"Absolute Low Income","Cumbria","2015/16",13305,
"Absolute Low Income","Cumbria","2016/17",13693,
"Absolute Low Income","Cumbria","2017/18",14247,
"Absolute Low Income","Cumbria","2018/19",14477,
"Absolute Low Income","Cumbria","2019/20",13335,
"Absolute Low Income","Cumbria","2020/21 (p)",11980,
"Absolute Low Income","Bolton","2014/15",18052,
"Absolute Low Income","Bolton","2015/16",17913,
"Absolute Low Income","Bolton","2016/17",18883,
"Absolute Low Income","Bolton","2017/18",20745,
"Absolute Low Income","Bolton","2018/19",21475,
"Absolute Low Income","Bolton","2019/20",20909,
"Absolute Low Income","Bolton","2020/21 (p)",19476,
"Absolute Low Income","Bury","2014/15",8759,
"Absolute Low Income","Bury","2015/16",8634,
"Absolute Low Income","Bury","2016/17",8749,
"Absolute Low Income","Bury","2017/18",9299,
"Absolute Low Income","Bury","2018/19",9493,
"Absolute Low Income","Bury","2019/20",8751,
"Absolute Low Income","Bury","2020/21 (p)",8218,
"Absolute Low Income","Manchester","2014/15",35329,
"Absolute Low Income","Manchester","2015/16",33997,
"Absolute Low Income","Manchester","2016/17",36232,
"Absolute Low Income","Manchester","2017/18",39155,
"Absolute Low Income","Manchester","2018/19",41127,
"Absolute Low Income","Manchester","2019/20",38666,
"Absolute Low Income","Manchester","2020/21 (p)",35751,
"Absolute Low Income","Oldham","2014/15",18309,
"Absolute Low Income","Oldham","2015/16",18890,
"Absolute Low Income","Oldham","2016/17",20107,
"Absolute Low Income","Oldham","2017/18",21793,
"Absolute Low Income","Oldham","2018/19",21866,
"Absolute Low Income","Oldham","2019/20",20908,
"Absolute Low Income","Oldham","2020/21 (p)",19706,
"Absolute Low Income","Rochdale","2014/15",14161,
"Absolute Low Income","Rochdale","2015/16",13734,
"Absolute Low Income","Rochdale","2016/17",13972,
"Absolute Low Income","Rochdale","2017/18",14743,
"Absolute Low Income","Rochdale","2018/19",15433,
"Absolute Low Income","Rochdale","2019/20",14630,
"Absolute Low Income","Rochdale","2020/21 (p)",13715,
"Absolute Low Income","Salford","2014/15",11587,
"Absolute Low Income","Salford","2015/16",11001,
"Absolute Low Income","Salford","2016/17",11788,
"Absolute Low Income","Salford","2017/18",12554,
"Absolute Low Income","Salford","2018/19",12970,
"Absolute Low Income","Salford","2019/20",12151,
"Absolute Low Income","Salford","2020/21 (p)",10810,
"Absolute Low Income","Stockport","2014/15",8497,
"Absolute Low Income","Stockport","2015/16",8069,
"Absolute Low Income","Stockport","2016/17",8238,
"Absolute Low Income","Stockport","2017/18",8717,
"Absolute Low Income","Stockport","2018/19",8950,
"Absolute Low Income","Stockport","2019/20",8451,
"Absolute Low Income","Stockport","2020/21 (p)",7912,
"Absolute Low Income","Tameside","2014/15",10251,
"Absolute Low Income","Tameside","2015/16",9679,
"Absolute Low Income","Tameside","2016/17",10305,
"Absolute Low Income","Tameside","2017/18",10923,
"Absolute Low Income","Tameside","2018/19",11415,
"Absolute Low Income","Tameside","2019/20",11023,
"Absolute Low Income","Tameside","2020/21 (p)",9806,
"Absolute Low Income","Trafford","2014/15",6879,
"Absolute Low Income","Trafford","2015/16",6576,
"Absolute Low Income","Trafford","2016/17",6664,
"Absolute Low Income","Trafford","2017/18",6894,
"Absolute Low Income","Trafford","2018/19",6820,
"Absolute Low Income","Trafford","2019/20",6183,
"Absolute Low Income","Trafford","2020/21 (p)",5911,
"Absolute Low Income","Wigan","2014/15",11825,
"Absolute Low Income","Wigan","2015/16",11354,
"Absolute Low Income","Wigan","2016/17",11463,
"Absolute Low Income","Wigan","2017/18",11830,
"Absolute Low Income","Wigan","2018/19",12459,
"Absolute Low Income","Wigan","2019/20",11854,
"Absolute Low Income","Wigan","2020/21 (p)",10586,
"Absolute Low Income","Lancashire","2014/15",47207,
"Absolute Low Income","Lancashire","2015/16",45407,
"Absolute Low Income","Lancashire","2016/17",47448,
"Absolute Low Income","Lancashire","2017/18",50121,
"Absolute Low Income","Lancashire","2018/19",51290,
"Absolute Low Income","Lancashire","2019/20",49412,
"Absolute Low Income","Lancashire","2020/21 (p)",44794,
"Absolute Low Income","Knowsley","2014/15",6782,
"Absolute Low Income","Knowsley","2015/16",6003,
"Absolute Low Income","Knowsley","2016/17",6506,
"Absolute Low Income","Knowsley","2017/18",6878,
"Absolute Low Income","Knowsley","2018/19",7253,
"Absolute Low Income","Knowsley","2019/20",6638,
"Absolute Low Income","Knowsley","2020/21 (p)",5851,
"Absolute Low Income","Liverpool","2014/15",20372,
"Absolute Low Income","Liverpool","2015/16",19665,
"Absolute Low Income","Liverpool","2016/17",20396,
"Absolute Low Income","Liverpool","2017/18",22472,
"Absolute Low Income","Liverpool","2018/19",23799,
"Absolute Low Income","Liverpool","2019/20",22748,
"Absolute Low Income","Liverpool","2020/21 (p)",19942,
"Absolute Low Income","Sefton","2014/15",8434,
"Absolute Low Income","Sefton","2015/16",8108,
"Absolute Low Income","Sefton","2016/17",8007,
"Absolute Low Income","Sefton","2017/18",8558,
"Absolute Low Income","Sefton","2018/19",8635,
"Absolute Low Income","Sefton","2019/20",8014,
"Absolute Low Income","Sefton","2020/21 (p)",7291,
"Absolute Low Income","St. Helens","2014/15",6433,
"Absolute Low Income","St. Helens","2015/16",6024,
"Absolute Low Income","St. Helens","2016/17",6040,
"Absolute Low Income","St. Helens","2017/18",6289,
"Absolute Low Income","St. Helens","2018/19",6706,
"Absolute Low Income","St. Helens","2019/20",6071,
"Absolute Low Income","St. Helens","2020/21 (p)",5384,
"Absolute Low Income","Wirral","2014/15",10261,
"Absolute Low Income","Wirral","2015/16",9623,
"Absolute Low Income","Wirral","2016/17",9638,
"Absolute Low Income","Wirral","2017/18",10252,
"Absolute Low Income","Wirral","2018/19",10703,
"Absolute Low Income","Wirral","2019/20",9966,
"Absolute Low Income","Wirral","2020/21 (p)",8797,
"Absolute Low Income","East Riding of Yorkshire","2014/15",9360,
"Absolute Low Income","East Riding of Yorkshire","2015/16",8847,
"Absolute Low Income","East Riding of Yorkshire","2016/17",8101,
"Absolute Low Income","East Riding of Yorkshire","2017/18",8297,
"Absolute Low Income","East Riding of Yorkshire","2018/19",8976,
"Absolute Low Income","East Riding of Yorkshire","2019/20",9535,
"Absolute Low Income","East Riding of Yorkshire","2020/21 (p)",9719,
"Absolute Low Income","Kingston upon Hull, City of","2014/15",16176,
"Absolute Low Income","Kingston upon Hull, City of","2015/16",15651,
"Absolute Low Income","Kingston upon Hull, City of","2016/17",14961,
"Absolute Low Income","Kingston upon Hull, City of","2017/18",15033,
"Absolute Low Income","Kingston upon Hull, City of","2018/19",15948,
"Absolute Low Income","Kingston upon Hull, City of","2019/20",17074,
"Absolute Low Income","Kingston upon Hull, City of","2020/21 (p)",17471,
"Absolute Low Income","North East Lincolnshire","2014/15",7798,
"Absolute Low Income","North East Lincolnshire","2015/16",7358,
"Absolute Low Income","North East Lincolnshire","2016/17",7305,
"Absolute Low Income","North East Lincolnshire","2017/18",7204,
"Absolute Low Income","North East Lincolnshire","2018/19",7789,
"Absolute Low Income","North East Lincolnshire","2019/20",8294,
"Absolute Low Income","North East Lincolnshire","2020/21 (p)",8224,
"Absolute Low Income","North Lincolnshire","2014/15",6880,
"Absolute Low Income","North Lincolnshire","2015/16",6578,
"Absolute Low Income","North Lincolnshire","2016/17",6438,
"Absolute Low Income","North Lincolnshire","2017/18",6295,
"Absolute Low Income","North Lincolnshire","2018/19",6978,
"Absolute Low Income","North Lincolnshire","2019/20",7466,
"Absolute Low Income","North Lincolnshire","2020/21 (p)",7459,
"Absolute Low Income","York","2014/15",4507,
"Absolute Low Income","York","2015/16",4162,
"Absolute Low Income","York","2016/17",3896,
"Absolute Low Income","York","2017/18",3819,
"Absolute Low Income","York","2018/19",3936,
"Absolute Low Income","York","2019/20",4064,
"Absolute Low Income","York","2020/21 (p)",4250,
"Absolute Low Income","North Yorkshire","2014/15",14679,
"Absolute Low Income","North Yorkshire","2015/16",14113,
"Absolute Low Income","North Yorkshire","2016/17",13371,
